PIN,S_SEX,S_AGE,EDU,NATIVE_LANG,WHERE_RAISED,NSIDES,SIDE_DATA
2379,F,43,12,English,TX,3,01053_A/f.a;03090_A/f.a;06852_A/f.a
2384,F,25,18,English,VA,1,00602_A/f.a
2385,F,21,12,English,FL,1,02888_A/f.a
2389,M,33,16,English,OH,3,00674_B/m.a;04482_A/m.a;04793_B/m.a
2390,F,35,18,English,OR,1,03759_A/f.a
2392,M,28,17,English,PA,2,00111_A/m.a;00172_B/m.a
2395,F,55,16,English,MA,1,00399_B/f.a
2398,F,44,18,English,LA,2,01246_A/f.a;01694_A/f.a
2400,M,44,14,English,OH,2,05581_A/m.a;05621_A/m.a
2402,F,49,18,English,PA,3,00529_A/f.a;01515_A/f.a;01541_B/f.a
2405,F,61,18,English,United Kingdom,1,01156_B/f.a
2414,M,24,12,English,PA,1,00461_A/m.a
2421,NA,NA,NA,NA,NA,2,01492_B/f.a;02895_B/f.a
2427,F,55,16,English,IA,2,02166_A/f.a;02266_B/f.a
2434,F,30,18,English,CT,3,00900_B/f.a;01465_B/f.a;03404_B/f.a
2435,F,31,15,English,NY,2,00945_B/f.a;06014_B/f.a
2438,F,28,18,English,HI,3,07358_B/m.a;07658_B/f.a;08516_B/m.a
2442,F,50,12,English,NY,1,05932_B/f.a
2444,F,39,18,English,CA,1,00379_A/f.a
2446,M,42,18,English,FL,3,01043_A/m.a;05572_A/m.a;08066_A/m.a
2448,M,25,19,English,KY,1,00298_A/m.a
2449,F,33,23,English,IL,3,00105_B/f.a;00166_A/f.a;00286_A/f.a
2451,M,20,14,English,MI,3,01111_A/m.a;01456_B/m.a;01483_A/m.a
2454,M,25,17,English,WA,3,01082_B/f.a;01359_A/m.a;04409_B/m.a
2455,F,47,20,English,LA,2,00890_A/f.a;03308_A/f.a
2460,M,34,23,Portuguese,Brazil,1,00404_B/m.o
2465,F,35,21,English,WV,2,00197_B/f.a;00269_A/f.a
2467,F,29,12,English,CO,2,01195_A/f.a;02639_A/m.a
2472,F,43,12,English,PA,2,00631_A/f.a;06539_B/f.a
2473,F,35,16,NA,PA,2,00997_B/f.a;02349_A/f.a
2475,F,27,16,English,TX,1,00831_A/f.a
2476,F,41,12,English,PA,1,01271_B/f.a
2477,F,28,14,English,WI,2,00342_B/f.a;05946_B/f.a
2481,F,34,13,English,TX,2,01117_A/f.a;03744_A/f.a
2485,F,53,16,English,NY,1,00391_B/f.a
2487,F,18,12,English,TX,2,00198_A/f.a;00271_B/f.a
2497,F,32,14,English,NJ,1,00782_A/f.a
2499,F,26,12,English,NY,1,00584_B/f.a
2501,F,60,16,English,MN,3,01096_A/f.a;07584_B/f.a;08176_B/f.a
2506,F,54,13,English,GA,1,00448_A/f.a
2509,F,19,13,English,Canada,2,00967_B/m.a;01554_B/f.a
2514,F,38,12,English,NJ,2,01081_B/f.a;06155_B/f.a
2515,F,35,12,English,WV,2,00822_B/f.a;01790_A/f.a
2523,F,21,16,English,IL,2,00230_A/f.a;06135_A/f.a
2526,M,46,18,English,MD,1,00294_A/m.a
2527,F,40,18,English,NY,1,00925_B/f.a
2528,F,50,12,English,MT,2,00692_B/f.a;07271_B/f.a
2538,M,27,14,English,IL,1,00984_A/m.a
2542,M,48,22,English,TX,2,03535_A/m.a;03803_B/m.a
2544,F,19,12,English,CA,2,00896_B/f.a;03982_A/f.a
2547,F,25,17,English,FL,1,00951_B/f.a
2548,F,31,18,English,MD,1,00268_A/f.a
2552,F,46,17,English,MD,2,00811_A/f.a;01409_B/f.a
2556,F,31,16,English,FL,1,00840_A/f.a
2559,F,50,14,English,OH,1,00693_A/f.a
2561,F,29,18,English,GA,1,00331_A/f.a
2563,M,16,11,English,NJ,1,00816_A/m.a
2565,F,37,16,English,PA,2,00883_A/f.a;01427_A/f.a
2567,F,22,14,English,UT,1,00852_B/f.a
2569,F,43,16,English,NY,3,00372_A/f.a;02860_A/f.a;05935_A/f.o
2572,F,52,18,English,KS,5,00015_A/f.a;00047_B/f.a;00074_A/f.a;00126_A/f.a;00696_A/f.a
2584,F,28,13,English,IN,1,00489_A/f.a
2586,M,36,18,English,KY,1,00405_A/m.a
2589,F,42,16,English,WA,1,02956_B/f.a
2592,F,29,16,English,MA,1,08364_A/f.a
2594,F,23,12,English,IN,3,01088_B/f.a;06701_A/f.a;08725_A/f.a
2601,M,20,14,Cantonese,CA,2,00466_A/m.a;11312_A/m.a
2602,M,34,16,English,MD,2,00001_A/m.a;00211_B/m.a
2604,F,33,16,English,PA,1,00438_A/f.a
2605,F,19,12,English,PA,3,00916_A/f.a;03966_B/f.a;06177_B/f.a
2610,NA,NA,NA,NA,NA,3,00922_B/f.a;03535_B/f.a;04085_A/f.a
2617,F,24,18,Mandarin,China,1,00429_B/f.o
2618,M,27,12,English,MA,4,00013_B/m.a;00048_B/m.a;00112_B/m.a;00285_A/m.a
2619,M,33,20,English,FL,1,00635_A/m.a
2620,M,27,18,Bulgarian,Bulgaria,1,00238_A/m.o
2621,F,26,16,English,IN,1,01016_B/f.a
2626,F,35,16,English,MA,2,03118_A/f.a;06134_A/f.a
2630,F,51,12,English,Trinidad/Tobago,3,07437_A/f.o;08792_A/f.a;09075_A/f.a
2637,F,54,16,English,WA,2,06972_A/m.a;08175_A/f.a
2639,F,31,16,English,WA,2,01123_A/f.a;01608_B/f.a
2641,F,46,16,English,NC,3,00587_B/f.a;05925_A/f.a;06876_B/f.a
2650,F,43,12,English,Canada,1,00716_A/f.o
2658,F,51,23,English,WY,1,00306_B/f.a
2660,F,28,16,English,MN,1,01127_B/f.a
2665,M,27,16,English,NC,1,00878_B/m.a
2666,F,47,12,English,KY,1,00644_B/f.a
2667,F,49,18,English,NY,2,00134_B/f.a;00192_A/f.a
2668,F,37,18,English,NY,3,00936_B/f.a;01428_A/f.a;03307_A/f.a
2669,F,34,20,Swedish,NA,2,00122_B/f.o;00178_A/f.a
2671,F,49,20,English,PA,1,06973_B/m.a
2672,F,47,12,English,WV,1,05978_A/f.a
2674,F,21,12,English,OH,2,00779_B/f.a;01479_B/f.a
2678,F,56,16,English,FL,1,00235_B/f.a
2680,M,22,15,English,LA,1,00695_A/m.a
2682,M,39,19,English,MN,1,01144_A/m.a
2684,M,39,16,English,PA,1,00398_B/m.a
2685,F,41,16,English,IA,2,01269_B/f.a;06492_A/f.a
2689,F,44,18,English,NY,2,00979_B/f.a;02872_B/f.a
2691,M,30,20,English,PA,2,00703_A/m.a;02998_A/m.a
2694,F,26,16,English,VA,3,01098_B/f.a;06051_B/f.a;08564_B/f.a
2699,F,54,12,English,TX,3,01581_B/f.a;03122_B/f.a;06759_B/f.a
2707,F,41,18,English,MI,3,00949_B/f.a;01602_A/f.a;06586_B/f.a
2709,F,24,15,English,AK,3,01289_B/f.a;01691_A/f.a;01860_A/f.a
2712,M,33,20,English,MA,2,00874_B/m.a;04582_A/m.a
2713,F,28,14,English,OK,1,00660_A/f.a
2714,M,52,18,English,MA,2,00370_B/m.a;01401_A/m.a
2716,F,43,14,English,IA,1,00569_A/f.a
2717,F,50,14,English,CA,2,06150_A/f.a;07301_B/f.a
2720,F,23,16,Chinese,China,1,00704_A/f.o
2722,F,58,20,English,NM,2,00146_A/f.a;00192_B/f.a
2725,F,27,18,English,OK,1,01096_B/f.a
2739,M,42,18,English,NA,3,00586_A/m.a;01801_A/m.a;02496_B/m.a
2746,F,42,12,English,PA,1,00666_B/f.a
2748,F,21,16,English,LA,1,00307_A/f.a
2752,M,18,11,English,CA,2,01562_B/m.a;03948_B/m.a
2760,M,37,16,English,MA,1,00632_B/m.a
2761,F,32,12,English,DE,1,00639_A/f.a
2762,M,41,16,English,Jamaica,3,01189_B/m.o;03164_A/m.o;03444_A/m.o
2765,M,42,12,English,GA,1,00751_B/m.a
2770,F,20,14,English,OK,2,00068_B/f.a;00096_B/f.a
2775,F,75,19,English,OH,2,00928_A/f.a;01549_B/f.a
2776,F,25,18,Cantonese,TX,1,01224_B/f.o
2782,F,22,16,English,NJ,3,00829_B/f.a;08549_A/f.a;09076_B/f.a
2786,M,38,16,English,NJ,1,00407_B/m.a
2791,F,41,12,English,NA,2,01044_B/f.a;01428_B/f.a
2793,F,40,14,English,GA,1,07794_B/f.a
2794,F,52,18,English,CA,1,01360_A/f.a
2798,F,32,18,Chinese,NA,1,00342_A/f.o
2805,F,26,14,English,MO,3,01050_B/f.a;04034_B/f.a;08079_B/f.a
2806,F,42,12,English,MN,2,00451_A/m.a;02205_B/f.a
2807,F,46,15,English,OR,2,00821_A/f.a;05858_B/f.a
2808,F,40,16,English,AL,1,00437_A/f.a
2809,M,21,14,English,MA,1,00767_A/m.a
2811,M,33,17,English,MA,1,00768_B/f.a
2812,F,32,13,English,NY,1,00998_A/f.a
2813,NA,NA,NA,English,NA,1,00278_B/m.a
2823,F,24,16,English,NY,3,00613_A/f.a;05942_A/f.a;07344_A/f.a
2826,F,38,12,English,VA,1,00975_B/f.a
2831,M,18,11,English,MN,2,01139_B/m.a;03194_B/m.a
2833,F,19,13,English,TX,1,00299_B/f.a
2842,M,18,12,English,MA,1,00571_A/m.a
2856,F,52,14,English,GA,3,01223_B/f.a;05869_A/f.a;06258_A/f.a
2860,F,39,14,English,MA,1,00667_B/f.a
2863,F,28,13,English,TN,1,01278_B/f.a
2866,F,26,17,English,FL,1,00354_A/f.a
2871,M,39,13,English,GA,2,01045_A/m.a;04002_A/m.a
2872,F,28,17,English,NY,1,00434_A/f.a
2881,F,38,14,English,KY,1,03322_A/f.a
2882,F,21,13,Russian,Russia,1,00633_B/f.o
2884,F,25,14,English,NJ,1,00742_B/f.a
2887,F,31,4,English,GA,1,00974_B/f.a
2888,F,21,15,English,GA,1,00514_B/f.a
2890,F,39,16,English,CA,1,02699_A/f.a
2892,F,36,14,English,UT,3,01135_A/f.a;03117_A/f.a;06134_B/f.a
2896,F,21,15,Russian,NJ,1,00304_B/f.a
2900,F,28,12,English,CA,1,00630_B/f.a
2901,M,42,17,English,MA,3,00174_A/m.a;00217_A/m.a;07523_A/m.a
2902,F,56,13,English,PA,1,00741_B/f.a
2906,F,46,13,English,WI,3,01368_A/f.a;01497_A/f.a;02894_B/f.a
2907,F,23,17,English,MO,2,00202_A/f.a;00242_B/f.a
2908,F,43,13,English,WA,2,00495_A/f.a;01664_A/f.a
2915,F,42,12,English,FL,1,01013_A/f.a
2918,M,50,16,English,PA,2,01329_B/f.a;03415_A/f.a
2921,M,45,16,English,IN,3,01028_A/m.a;03126_A/m.a;04739_A/m.a
2926,F,31,12,English,TX,2,02791_B/f.o;03572_B/f.a
2927,M,25,16,English,CA,2,00435_A/m.a;01509_A/m.a
2929,F,35,16,English,VA,1,01112_A/f.a
2932,F,33,12,English,IN,1,00853_B/f.a
2933,F,23,16,English,GA,1,01086_B/f.a
2941,M,27,20,Chinese,China,1,00430_A/m.o
2942,F,43,14,English,WI,1,00754_B/f.a
2947,F,35,12,English,MO,1,01037_A/f.a
2948,M,28,21,English,MI,2,00056_A/m.a;00077_A/m.a
2950,F,36,12,English,WV,3,00908_B/f.a;01495_B/f.a;04495_A/f.a
2953,F,25,16,English,GA,1,03644_B/m.a
2954,M,52,12,English,TX,2,00971_A/m.a;03917_B/m.a
2956,F,55,16,English,OH,3,01049_A/f.a;04020_A/f.a;08158_B/f.a
2957,F,46,20,English,DC,3,01626_B/f.a;01958_A/f.a;02560_A/f.a
2968,M,26,12,English and Tamil,Nigeria,1,05260_A/m.a
2973,F,46,12,English,IL,1,00715_B/f.a
2975,F,30,16,English,IA,1,00355_B/f.a
2977,F,35,16,English,KS,1,01140_A/f.a
2980,F,21,15,English,NY,1,00854_A/f.a
2984,M,25,16,Spanish,FL,2,00688_B/m.a;05466_A/m.a
2987,F,31,19,English,MA,2,03122_A/f.a;06139_A/f.a
2988,F,19,12,English,CT,1,00428_B/f.a
2989,M,27,16,English,CA,1,00953_A/m.a
2990,F,35,12,English,NA,3,01308_A/f.a;02620_B/f.a;02789_B/f.a
2995,F,40,15,English,OK,2,01514_B/f.a;01691_B/f.a
3003,M,52,15,English,PA,1,00555_A/m.a
3004,F,47,13,English,NJ,2,05867_A/f.a;06089_B/f.a
3008,F,53,16,English,KS,1,01236_A/f.a
3012,F,62,18,English,SC,1,08162_B/f.a
3013,F,33,12,English,CA,2,01003_A/f.a;03400_A/f.a
3015,F,21,14,English,GA,2,01113_B/f.a;02798_B/f.a
3017,F,28,22,Mandarin,NA,1,00377_A/f.o
3021,F,45,17,English,NA,3,00780_A/f.a;04221_B/f.a;08617_A/f.a
3023,F,42,12,English,NY,3,00681_B/f.a;01401_B/f.a;05974_A/f.a
3024,M,18,12,English,PA,1,00461_B/m.a
3030,F,35,12,English,NJ,1,00762_A/f.a
3032,F,37,13,English,CA,2,00883_B/f.a;03306_A/f.a
3034,M,38,14,Spanish,AZ,1,04250_A/m.o
3036,F,30,19,English,NA,1,00341_A/f.a
3041,F,48,14,English,PA,1,01653_B/f.a
3045,F,28,16,English,CA,1,01594_B/f.a
3055,F,51,14,English,CA,3,00952_B/f.a;06345_B/f.a;08006_A/f.a
3056,F,44,13,English,ND,1,00747_A/f.a
3059,F,60,20,English,CA,1,01305_A/f.a
3062,F,20,14,English,MI,2,01201_A/f.a;01341_B/f.a
3063,F,45,14,English,PA,1,01543_A/f.a
3065,F,27,16,English,PA,1,00318_B/f.a
3066,M,19,13,English,NA,1,00365_B/m.a
3075,F,30,15,English,NA,1,08425_A/f.a
3076,F,26,13,English,NY,2,00501_B/f.a;01590_A/f.a
3079,F,46,12,Finnish,NA,2,00093_B/f.a;00151_B/f.o
3082,M,43,14,English,MA,1,00512_B/m.a
3088,F,29,22,Chinese,China,1,00465_B/f.o
3089,M,28,18,Vietnamese,NA,1,00412_A/m.o
3091,F,33,22,Greek,Greece,2,02026_B/f.o;06296_A/f.o
3097,M,42,16,English,CT,3,00195_A/m.a;00231_A/m.a;07649_A/m.a
3099,F,30,12,English,TX,1,00453_A/f.a
3100,F,47,20,English,NA,1,00368_B/f.a
3103,F,36,18,English,TN,2,02799_B/f.a;04695_B/f.a
3104,F,38,17,English,IN,3,00812_B/f.a;02096_B/f.a;02256_A/f.a
3106,F,40,12,English,MN,1,00607_A/f.a
3109,F,30,16,English,GA,1,01315_A/f.a
3111,F,68,14,English,NA,1,06575_A/f.a
3112,F,48,16,English,TX,2,08168_B/f.a;08789_B/f.a
3113,F,24,12,Chinese,China,1,00539_B/f.o
3120,M,41,18,English,OH,1,08098_A/f.a
3122,M,30,21,English,MI,1,00353_B/m.a
3124,F,32,16,English,TX,2,01156_A/f.a;01777_A/f.a
3125,F,52,24,English,TX,1,01222_A/f.a
3127,M,43,16,English,NA,1,00389_A/m.a
3130,F,32,12,English,IN,1,00737_B/f.a
3135,F,23,16,English,UT,1,04563_A/m.a
3139,F,40,12,English,PA,3,00055_A/f.a;00082_A/f.a;00128_B/f.a
3140,F,50,16,English,MD,1,00937_B/f.a
3141,F,62,12,English,NJ,2,01044_A/f.a;07995_A/f.a
3143,M,26,17,English,IL,2,00365_A/m.a;08368_B/m.a
3145,M,21,16,English,CA,2,03193_A/m.a;04430_A/m.a
3148,F,38,12,English,RI,1,00838_B/f.a
3152,F,48,14,English,NY,1,00946_B/f.a
3154,F,43,16,English,WI,1,00689_B/f.a
3156,F,51,20,English,CA,3,00965_B/f.a;01390_B/f.a;01698_A/f.a
3159,F,37,16,English,CA,3,00981_A/f.a;01450_A/f.a;01530_B/f.a
3161,F,23,12,English,FL,2,01669_B/f.a;02222_B/f.a
3163,F,26,17,Mandarin,Taiwan,1,00802_A/f.o
3166,F,49,10,English,CO,1,00614_A/f.a
3167,F,50,18,English,OH,3,01286_A/f.a;01466_B/f.a;06753_A/f.a
3169,M,36,16,English,WI,1,01139_A/m.a
3172,F,19,14,English,CA,1,00060_A/f.a
3174,F,24,12,English,TX,1,00820_A/f.a
3176,F,36,16,English,GA,2,03458_A/f.a;05947_A/f.a
3179,M,18,12,English,SC,2,01303_B/m.a;01337_A/m.a
3180,F,34,23,French and Woloff,NA,1,00371_B/f.o
3182,F,53,16,English,FL,1,00534_B/f.a
3184,M,22,12,English,MT,1,01256_B/m.a
3192,M,47,15,English,MI,1,00620_B/m.a
3195,F,35,14,English,PA,1,00452_A/f.a
3198,F,42,12,English,OK,3,01228_B/f.a;07221_A/f.a;07800_A/f.a
3200,F,28,18,English,MT,2,00301_B/f.a;05926_B/f.a
3206,M,21,16,English,PA,1,00776_A/m.a
3207,F,18,12,Spanish,PR,2,00140_B/f.a;00229_B/f.a
3210,F,19,14,English,MD,1,01220_A/f.a
3215,M,70,16,English,UT,2,03339_B/m.a;03844_A/m.a
3217,F,37,16,English,NE,1,00559_B/f.a
3227,F,19,14,English,PA,1,00257_B/f.a
3235,F,41,14,English,CA,1,00589_A/f.a
3236,F,58,16,Farsi,NA,2,00337_A/f.o;08714_B/f.o
3246,F,37,16,English,NJ,2,01194_A/f.a;07596_A/f.a
3255,F,44,16,English,NY,1,01214_A/f.a
3259,M,24,17,English,MD,1,07517_A/m.a
3261,F,53,16,English,CA,1,01499_B/f.a
3264,M,20,14,English,PA,1,00848_A/m.a
3265,F,31,17,English,MD,3,02762_A/f.a;06756_B/f.a;07107_A/f.a
3266,F,27,13,English,TX,1,00585_A/f.a
3269,M,31,16,English,NE,1,00691_B/m.a
3270,M,44,16,English,NY,1,00494_B/m.a
3273,F,20,14,English,OH,1,00878_A/f.a
3275,F,19,14,English,NY,1,01244_A/f.a
3280,F,29,18,English,LA,2,01695_A/f.a;01776_A/f.a
3283,F,27,19,English,NH,4,01257_B/f.a;02083_B/f.a;02127_B/f.a;02704_A/f.a
3287,F,20,14,English,MA,2,00046_B/f.a;00068_A/f.a
3291,F,30,23,French and Italian,Peru,3,00378_A/f.a;06179_A/f.o;06734_A/f.o
3292,F,22,16,English,IL,2,00125_B/f.a;00260_B/f.a
3298,M,18,13,Mandarin and English,CA,3,03213_B/m.a;03705_B/m.a;03950_B/m.a
3299,F,41,24,Bulgarian,NA,1,00377_B/f.o
3300,F,31,14,Spanish,NM,1,01250_B/f.a
3301,F,29,16,English,FL,2,01185_B/f.a;01462_B/f.a
3302,F,50,13,English,TX,1,01122_B/f.a
3307,F,33,12,English,OH,1,08027_B/f.a
3309,M,43,14,English,WA,1,00710_B/f.a
3313,F,45,17,English,DC,3,01105_B/f.a;03499_A/f.a;03766_B/f.a
3314,F,35,13,English,SC,2,01325_A/f.a;03987_A/f.a
3317,F,41,14,English,NJ,2,01540_B/f.a;02059_A/f.a
3319,F,33,18,English,AZ,1,00298_B/f.a
3320,F,47,16,English,IA,2,00616_B/f.a;02481_B/m.a
3322,F,26,12,English,WI,1,00612_B/f.a
3326,M,21,15,Indonesian,Singapore,1,00573_B/m.o
3327,F,18,12,English,MT,1,00168_A/f.a
3328,F,22,13,English,OK,1,00855_B/f.a
3330,M,34,16,English,MA,1,01068_B/m.a
3331,F,27,15,English,NA,1,00357_B/f.o
3338,F,24,16,English,CA,1,01201_B/f.a
3339,F,22,15,English,VA,1,00624_A/f.a
3340,F,26,12,English,OK,1,01332_B/f.a
3341,F,36,18,English,NY,2,00201_A/f.a;00237_A/f.a
3342,F,28,18,English,NY,1,00347_A/f.a
3343,F,35,16,English,MD,3,01167_B/f.a;08059_B/f.a;10162_A/f.a
3345,F,20,15,English,WI,1,00059_B/f.a
3348,F,21,16,English,OK,1,00375_B/f.a
3349,F,61,14,English,NC,2,07597_B/f.a;07844_A/f.a
3353,M,52,16,English,NA,3,01216_A/m.a;04366_A/m.a;04447_A/m.a
3357,F,36,16,English,OK,1,00925_A/f.a
3360,M,23,14,English,IN,1,00856_B/m.a
3361,F,26,12,English,WA,2,01327_A/f.a;02083_A/f.a
3363,NA,NA,NA,NA,NA,1,01365_B/f.a
3365,F,23,16,English,MN,2,00176_A/f.a;00257_A/f.a
3369,F,53,13,English,ID,3,01126_A/f.a;04403_A/f.a;07276_B/f.a
3371,F,43,14,English,NY,1,01230_B/f.a
3372,M,26,18,Chinese,NA,1,00635_B/m.o
3374,F,37,13,English,MA,2,00512_A/f.a;03906_A/f.a
3378,F,54,17,English,MD,1,00407_A/f.a
3381,F,43,16,English,GA,2,01151_B/f.a;02157_B/f.a
3384,F,47,13,English,NY,1,01298_B/f.a
3388,F,50,15,English,CA,1,00754_A/f.a
3391,F,36,12,English,NY,1,01084_B/f.a
3395,F,42,14,English,OK,3,00444_A/f.a;02598_A/f.a;03980_B/f.a
3401,F,37,14,English,OK,2,00915_A/f.a;06506_A/f.a
3407,M,22,15,English,SD,2,03364_B/m.a;03472_A/m.a
3408,F,23,18,English,IL,2,01246_B/f.a;07665_A/f.a
3409,F,30,16,English and Spanish,PA,4,00011_A/f.a;00067_A/f.a;00101_A/f.a;00157_B/f.a
3411,M,21,15,Hindi and Gujarati,India,1,00378_B/f.o
3413,M,48,19,English,KS,1,00338_B/m.a
3414,F,42,16,English,IL,1,02872_A/f.a
3415,F,46,12,English,TX,3,01065_B/f.a;05926_A/f.a;06226_B/f.a
3417,F,67,12,English,OR,3,01200_A/m.a;01953_B/m.a;03755_A/m.a
3419,F,28,17,English,RI,1,00300_B/f.a
3420,M,18,12,English,TX,1,00819_A/m.a
3423,F,38,13,English,CO,1,00704_B/f.a
3425,M,25,19,English,TX,3,00017_B/m.a;00177_A/m.a;04013_A/m.a
3426,F,46,12,English,IL,2,00771_B/f.a;08489_A/f.a
3427,F,54,12,English,TX,3,00977_B/f.a;02799_A/f.a;08117_A/f.a
3432,F,49,12,English,TX,1,01110_A/f.a
3435,F,28,16,English,MN,1,00651_B/f.a
3436,F,60,14,English,NJ,2,00388_B/m.a;03573_B/m.a
3439,F,41,13,English,MI,2,01091_B/f.a;08544_A/f.a
3443,F,43,14,English,NJ,1,01101_B/f.a
3444,F,70,14,English,CO,1,00488_A/f.a
3445,M,41,14,English,WI,2,01093_B/m.a;01598_B/m.a
3447,F,22,16,English,PA,1,00339_A/f.a
3449,F,58,13,English,NY,1,00871_B/f.a
3454,F,32,16,English,Canada,1,01281_B/f.a
3455,F,59,15,English,CA,1,00756_B/m.a
3458,M,25,18,Kannada,TX,3,01210_B/m.o;01564_B/m.o;03492_A/m.o
3460,F,21,15,English,Netherlands,2,00316_A/f.a;07582_A/f.a
3471,F,60,18,English,KY,3,00528_B/f.a;02513_A/f.a;06132_A/f.a
3473,NA,NA,NA,English,NA,2,00118_B/m.a;00165_B/m.a
3479,F,38,12,English,GA,2,00676_A/f.a;01549_A/f.a
3480,F,29,18,English,CT,1,00349_A/f.a
3482,F,34,18,Japanese,CA,3,01266_B/f.o;01862_A/f.a;07087_A/f.o
3484,F,23,16,German,Germany,1,00808_B/f.o
3485,F,36,13,English,KY,3,01825_A/f.a;04486_A/f.a;08726_B/f.a
3492,F,27,12,English,VA,1,01028_B/f.a
3493,F,35,12,English,NY,1,00685_B/m.a
3494,F,21,12,English,OH,1,08116_A/f.a
3496,F,55,12,English,NC,1,00628_A/f.a
3497,M,35,17,English,GA,3,00813_B/m.a;01780_B/m.a;02029_A/m.a
3500,F,43,14,English,CA,2,01169_A/f.a;01665_A/f.a
3502,F,44,14,NA,MD,3,02476_B/f.a;03448_B/f.a;03600_B/f.a
3507,M,44,12,English,NY,3,01279_B/m.a;01429_A/m.a;03011_B/m.a
3508,M,48,16,English,IL,1,00502_A/m.a
3510,F,39,13,English,OH,2,01061_A/f.a;03967_B/f.a
3511,M,49,13,English,NE,2,08968_B/m.a;09280_A/m.a
3513,F,24,12,English,NY,2,00596_B/f.a;06005_A/f.a
3516,M,29,19,English,India,1,00756_A/f.a
3518,F,19,14,English,PA,2,00058_A/f.a;00123_B/f.a
3519,M,53,17,English,NY,1,00777_B/m.a
3522,F,37,13,English,NY,3,00901_B/f.a;04549_B/m.a;07200_A/f.a
3523,F,29,14,English,VA,2,06180_A/f.a;07494_A/f.a
3525,M,20,12,English,FL,1,09438_B/m.a
3529,F,21,12,English,TX,1,01174_A/f.a
3531,F,32,14,English,AZ,2,01277_A/f.a;06346_B/f.a
3534,F,38,15,English,AL,2,00926_A/f.a;08674_B/f.a
3538,F,37,20,English,MI,1,00846_B/f.a
3540,M,24,19,Spanish,NA,3,00031_B/m.a;00062_B/m.o;00085_A/m.o
3544,F,56,19,English,TX,1,00789_A/f.a
3546,M,54,19,English,NY,2,01430_B/m.a;02973_B/f.a
3548,F,31,16,English,OK,1,01167_A/f.a
3549,F,53,16,English,VA,2,01284_A/f.a;02888_B/f.a
3551,F,38,12,English,VT,1,01051_B/f.a
3557,M,59,12,English,AL,1,00863_B/m.a
3558,M,42,12,Creole,Haiti,3,01304_B/m.o;01733_B/f.o;04251_A/m.o
3562,F,36,16,English,NA,1,00324_B/f.a
3564,M,44,20,English,Canada,2,00133_B/m.a;00189_B/m.a
3566,M,43,14,English,MI,1,00680_B/f.a
3567,F,48,22,English,IL,2,01225_B/f.a;08542_A/f.a
3570,F,55,18,English,OH,2,06266_A/f.a;06612_B/f.a
3571,F,41,16,English,MO,3,01224_A/f.a;01376_A/f.a;01600_B/f.a
3572,M,34,16,English,LA,2,01157_A/f.a;05002_B/f.a
3577,F,36,15,English,NA,1,04549_A/f.a
3579,M,21,15,English,ID,1,00797_B/m.a
3582,F,44,18,English,FL,1,00650_B/f.a
3584,F,35,16,English,CA,2,06478_B/f.a;07488_A/f.a
3588,F,43,18,English,OH,2,00724_B/f.a;07244_A/f.a
3589,F,18,12,English,CA,1,01263_A/f.a
3591,F,34,12,English,WY,1,01039_A/f.a
3595,F,28,16,English,MN,2,08650_A/f.a;08859_B/f.a
3597,F,36,16,NA,GA,2,01091_A/f.a;01578_A/f.a
3599,M,28,17,English,PA,1,00807_B/m.a
3608,M,24,19,English,FL,1,00385_A/m.a
3609,F,42,14,English,CA,2,00903_A/f.a;06250_B/f.a
3619,M,37,16,English,CO,2,04274_B/m.a;04627_A/m.a
3621,F,40,16,English,LA,3,00922_A/f.a;02873_A/f.a;06001_A/f.a
3626,M,28,18,Turkish,Turkey,2,01157_B/m.o;10570_A/m.a
3629,M,56,16,English,OR,2,04543_A/m.a;05055_A/m.a
3637,F,28,15,English,VA,1,01329_A/f.a
3638,F,28,22,Italian,NA,1,00306_A/f.o
3639,M,50,22,English,MO,1,00361_A/m.a
3644,F,72,15,English,IL,1,00320_B/f.a
3654,M,25,14,English,VA,1,00644_A/m.a
3655,F,46,12,English,SC,3,00626_B/f.a;06694_A/f.a;07743_A/f.a
3656,F,41,17,English,NY,3,00717_A/f.a;03332_B/f.o;05999_A/f.o
3658,F,22,15,English,TX,3,00503_B/f.a;09960_B/f.a;11120_B/f.a
3662,F,40,12,English,NJ,2,00602_B/f.a;04550_A/m.a
3667,F,19,13,English,UT,1,02407_B/f.a
3669,F,29,12,English,WI,2,00902_A/f.a;03401_A/f.a
3671,M,50,14,English,CA,2,01169_B/m.a;08524_A/m.a
3673,F,20,15,English,Canada,1,00544_B/f.a
3677,M,45,20,English,MD,1,00057_A/m.a
3680,F,26,19,Chinese and English,NY,1,00656_A/f.o
3693,F,39,15,English,VA,3,01087_B/f.a;01371_A/f.a;01555_A/f.a
3696,F,23,17,English,VA,2,00115_A/f.a;00170_B/f.a
3699,M,26,12,English,CA,1,01168_A/f.a
3702,F,45,16,English,GA,1,01076_A/f.a
3707,F,21,15,French,France,1,00619_A/f.o
3719,F,39,22,French,France,1,00411_B/f.o
3720,M,32,17,English and Swahili,Canada,2,01342_B/m.a;03260_A/m.a
3723,M,40,16,English,MI,1,00910_A/m.a
3728,F,22,17,English,CT,1,00800_B/f.a
3729,F,39,12,English,FL,1,01666_A/f.a
3734,M,31,17,English,HI,1,00873_B/m.a
3738,F,46,21,English,WI,2,00074_B/f.a;00216_B/f.a
3742,F,41,16,Chinese,WA,1,00381_A/f.o
